3-5-2023 17:16:42-debug: %cImport%c: D:\CocosDashboard\resources\.editors\Creator\3.7.1\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
3-5-2023 17:17:15-debug: %cImport%c: D:\CocosDashboard\resources\.editors\Creator\3.7.1\resources\resources\3d\engine\editor\assets\default_prefab\ui\Widget.prefabbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:15-debug: Start up the 'assets' database...
3-5-2023 17:17:15-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\background.jpg(1.0.23)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\background.jpgbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\platform.png(1.0.23)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\platform.pngbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\character\PurpleMonster.png(1.0.23)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\character\PurpleMonster.pngbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cImport%c: D:\CocosDashboard\resources\.editors\Creator\3.7.1\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-BoldItalic.fntbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cImport%c: D:\CocosDashboard\resources\.editors\Creator\3.7.1\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Bold.fntbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cImport%c: D:\CocosDashboard\resources\.editors\Creator\3.7.1\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Italic.fntbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cImport%c: D:\CocosDashboard\resources\.editors\Creator\3.7.1\resources\resources\3d\engine\editor\assets\default_fonts\builtin-bitmap\OpenSans-Regular.fntbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\ground.png(1.0.23)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\ground.pngbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cImport%c: D:\CocosDashboard\resources\.editors\Creator\3.7.1\resources\resources\3d\engine\editor\assets\default_ui\atom.plistbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:15-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\character\idle.anim(2.0.0)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\character\idle.animbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\platform.png@6c48abackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\background.jpg@6c48abackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\character\PurpleMonster.png@6c48abackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\platform.png@f9941background: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\ground.png@6c48abackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\background.jpg@f9941background: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\character\PurpleMonster.png@f9941background: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\ground.png@f9941background: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.29)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.30)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.31)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.32)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.33)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.34)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.35)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.36)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.37)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.38)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.39)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.40)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.43)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.42)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scene(1.1.41)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\scenes\scene.scenebackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.png(1.0.23)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.pngbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.29)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.30)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.32)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.33)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.31)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.35)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.37)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.36)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.38)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.39)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.34)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.40)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.41)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.42)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cMigrate%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefab(1.1.43)background: #fbe5b5; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.prefabbackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.png@6c48abackground: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: %cImport%c: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\assets\star\star.png@f9941background: #aaff85; color: #000;color: #000;
3-5-2023 17:17:16-debug: Asset DB is ready!
3-5-2023 17:17:16-debug: init worker message success
3-5-2023 17:17:22-debug: builder:worker-init (5972ms)
3-5-2023 17:17:24-debug: programming:execute-script (7ms)
3-5-2023 17:17:35-debug: Query all assets info in project
3-5-2023 17:17:35-debug: init custom config: keepNodeUuid: false, useCache: true
3-5-2023 17:17:35-debug:   Number of other assets: 306
3-5-2023 17:17:35-debug:   Number of all scripts: 2
3-5-2023 17:17:35-debug: // ---- build task Query asset bundle ----
3-5-2023 17:17:35-debug:   Number of all scenes: 1
3-5-2023 17:17:35-debug: Process: heapTotal 275.63MB heapUsed 259.87MB rss 367.59MB
3-5-2023 17:17:35-debug: Query asset bundle start0%
3-5-2023 17:17:35-debug: // ---- build task Query asset bundle ---- (19ms)
3-5-2023 17:17:35-debug: run build task Query asset bundle success in 19 ms √3%
3-5-2023 17:17:35-debug: Process: heapTotal 261.13MB heapUsed 253.62MB rss 352.86MB
3-5-2023 17:17:35-debug: Query and organize assets start3%
3-5-2023 17:17:35-debug: // ---- build task Query and organize assets ----
3-5-2023 17:17:35-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,1baf0fc9-befa-459c-8bdd-af1a450a0319,511d2633-09a7-4bdd-ac42-f778032124b3,5d45aa00-e064-4938-b314-4265f0c2258c,28d6d6b8-3f66-4a73-9795-17a0852ba2d4,ec8106fe-05bf-4e94-943c-e0d3b7bb5e45,620b6bf3-0369-4560-837f-2a2c00b73c26,2df0a40b-26c2-47ce-be0d-4d3cd4164737,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,d1346436-ac96-4271-b863-1f4fdead95b0,971bdb23-3ff6-43eb-b422-1c30165a3663,17debcc3-0a6b-4b8a-b00b-dc58b885581e,711ebe11-f673-4cd9-9a83-63c60ba54c5b,c0143906-9aed-447e-9436-2ae8512d1b6e,14da1725-c4c2-42b4-ab08-ee0aeb6898b3,081cab31-dccd-428e-8652-f2404cc81c47,78e0584a-4343-4727-8f37-e14e65c2a2db,ba21476f-2866-4f81-9c4d-6e359316e448,871c3b6c-7379-419d-bda3-794b239ab90d,1d08ef62-a503-4ce2-8b9a-46c90873f7d3
3-5-2023 17:17:35-debug: Number of scenes: 1
3-5-2023 17:17:35-debug: run build task Query and organize assets success in 24 ms √7%
3-5-2023 17:17:35-debug: // ---- build task Query and organize assets ---- (24ms)
3-5-2023 17:17:35-debug: Organize scripts start7%
3-5-2023 17:17:35-debug: Process: heapTotal 261.13MB heapUsed 253.48MB rss 352.54MB
3-5-2023 17:17:35-debug: // ---- build task Organize scripts ----
3-5-2023 17:17:35-debug: sort script group...
3-5-2023 17:17:35-debug: // ---- build task Organize scripts ---- (5ms)
3-5-2023 17:17:35-debug: // ---- build task Init settings and config ----
3-5-2023 17:17:35-debug: run build task Organize scripts success in 5 ms √10%
3-5-2023 17:17:35-debug: Process: heapTotal 261.13MB heapUsed 253.52MB rss 352.59MB
3-5-2023 17:17:35-debug: Init settings and config start10%
3-5-2023 17:17:35-debug: // ---- build task Init settings and config ---- (1ms)
3-5-2023 17:17:35-debug: run build task Init settings and config success in 1 ms √11%
3-5-2023 17:17:35-debug: builder.tasks.settings.macro start11%
3-5-2023 17:17:35-debug: // ---- build task builder.tasks.settings.macro ----
3-5-2023 17:17:35-debug: builder.tasks.settings.macro does not defined in i18n
3-5-2023 17:17:35-debug: Process: heapTotal 261.13MB heapUsed 253.55MB rss 352.63MB
3-5-2023 17:17:35-debug: // ---- build task builder.tasks.settings.macro ---- (3ms)
3-5-2023 17:17:35-debug: run build task builder.tasks.settings.macro success in 3 ms √11%
3-5-2023 17:17:35-debug: // ---- build task Sort some build options to settings.json ----
3-5-2023 17:17:35-debug: Process: heapTotal 261.13MB heapUsed 253.59MB rss 352.67MB
3-5-2023 17:17:35-debug: Sort some build options to settings.json start11%
3-5-2023 17:17:36-debug: // ---- build task Sort some build options to settings.json ---- (541ms)
3-5-2023 17:17:36-debug: run build task Sort some build options to settings.json success in 541 ms √12%
3-5-2023 17:17:36-debug: // ---- build task custom joint texture layouts ----
3-5-2023 17:17:36-debug: custom joint texture layouts start12%
3-5-2023 17:17:36-debug: Process: heapTotal 261.13MB heapUsed 253.66MB rss 352.82MB
3-5-2023 17:17:36-debug: // ---- build task custom joint texture layouts ---- (3ms)
3-5-2023 17:17:36-debug: run build task custom joint texture layouts success in 3 ms √12%
3-5-2023 17:17:36-debug: // ---- build task custom joint physics ----
3-5-2023 17:17:36-debug: Process: heapTotal 261.13MB heapUsed 253.69MB rss 352.85MB
3-5-2023 17:17:36-debug: custom joint physics start12%
3-5-2023 17:17:36-debug: // ---- build task custom joint physics ---- (1ms)
3-5-2023 17:17:36-debug: run build task custom joint physics success in 1 ms √13%
3-5-2023 17:17:36-debug: Fill script data to settings start13%
3-5-2023 17:17:36-debug: // ---- build task Fill script data to settings ----
3-5-2023 17:17:36-debug: Process: heapTotal 261.13MB heapUsed 253.72MB rss 352.89MB
3-5-2023 17:17:36-debug: // ---- build task Fill script data to settings ---- (1ms)
3-5-2023 17:17:36-debug: run build task Fill script data to settings success in 1 ms √13%
3-5-2023 17:17:36-debug: // ---- build task Fill scene data to settings ----
3-5-2023 17:17:36-debug: Process: heapTotal 261.13MB heapUsed 253.75MB rss 352.93MB
3-5-2023 17:17:36-debug: Fill scene data to settings start13%
3-5-2023 17:17:36-debug: // ---- build task Fill scene data to settings ---- (1ms)
3-5-2023 17:17:36-debug: run build task Fill scene data to settings success in 1 ms √14%
3-5-2023 17:17:36-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
3-5-2023 17:17:36-debug: Process: heapTotal 261.13MB heapUsed 253.78MB rss 352.96MB
3-5-2023 17:17:36-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
3-5-2023 17:17:36-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (3ms)
3-5-2023 17:17:36-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 3 ms √14%
3-5-2023 17:17:36-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
3-5-2023 17:17:36-debug: options.md5Cache is false.
3-5-2023 17:17:36-debug: Process: heapTotal 262.13MB heapUsed 253.05MB rss 353.23MB
3-5-2023 17:17:36-debug: Generate md5AssetsMap from suffixMap to settings start14%
3-5-2023 17:17:36-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ---- (1ms)
3-5-2023 17:17:36-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 1 ms √15%
3-5-2023 17:17:55-debug: refresh db internal success
3-5-2023 17:17:55-debug: asset-db:worker-effect-data-processing (345ms)
3-5-2023 17:17:55-debug: refresh db assets success
3-5-2023 17:17:55-debug: asset-db:refresh-all-database (506ms)
3-5-2023 17:17:57-debug: refresh db internal success
3-5-2023 17:17:57-debug: asset-db:worker-effect-data-processing (311ms)
3-5-2023 17:17:57-debug: refresh db assets success
3-5-2023 17:17:57-debug: asset-db:refresh-all-database (584ms)
3-5-2023 17:18:00-debug: refresh db internal success
3-5-2023 17:18:00-debug: asset-db:worker-effect-data-processing (230ms)
3-5-2023 17:18:00-debug: refresh db assets success
3-5-2023 17:18:00-debug: asset-db:refresh-all-database (475ms)
3-5-2023 17:18:19-debug: Start record console... {file(D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\temp\builder\log\web-desktop3-5-2023 17-18.log)}
3-5-2023 17:18:19-debug: =================================== Build Task (web-desktop) Start ================================
3-5-2023 17:18:19-debug: Start build task, options:{"name":"test_1","platform":"web-desktop","buildPath":"project://build","debug":false,"md5Cache":false,"skipCompressTexture":false,"sourceMaps":false,"polyfills":{"asyncFunctions":true},"experimentalEraseModules":false,"useBuiltinServer":false,"mainBundleIsRemote":false,"mainBundleCompressionType":"merge_dep","useSplashScreen":true,"packAutoAtlas":true,"startScene":"5d58b6ff-28b3-4b40-82f3-31d57103930e","outputName":"web-desktop","scenes":[{"url":"db://assets/scenes/scene.scene","uuid":"5d58b6ff-28b3-4b40-82f3-31d57103930e","inBundle":false}],"web-desktop":[],"packages":{"web-desktop":{"useWebGPU":false,"resolution":{"designWidth":1280,"designHeight":960},"__version__":"1.0.1"},"cocos-service":{"configID":"391b8c","services":[]}},"__version__":"1.3.4"}
3-5-2023 17:18:19-debug: Build with Cocos Creator 3.7.1
3-5-2023 17:18:20-debug: cocos-service:(onBeforeBuild) start...0%
3-5-2023 17:18:20-debug: // ---- build task cocos-service：onBeforeBuild ----
3-5-2023 17:18:20-debug: Process: heapTotal 238.14MB heapUsed 205.11MB rss 335.08MB
3-5-2023 17:18:21-debug: // ---- build task cocos-service：onBeforeBuild ---- (864ms)
3-5-2023 17:18:21-debug: cocos-service:(onBeforeBuild) in 864 ms1%
3-5-2023 17:18:21-debug: scene:(onBeforeBuild) start...1%
3-5-2023 17:18:21-debug: Process: heapTotal 238.14MB heapUsed 205.41MB rss 334.00MB
3-5-2023 17:18:21-debug: // ---- build task scene：onBeforeBuild ----
3-5-2023 17:18:21-debug: // ---- build task scene：onBeforeBuild ---- (46ms)
3-5-2023 17:18:21-debug: scene:(onBeforeBuild) in 46 ms2%
3-5-2023 17:18:21-debug: Start lock asset db...2%
3-5-2023 17:18:21-log: Asset DB is paused with build!
3-5-2023 17:18:21-debug: Query all assets info in project
3-5-2023 17:18:21-debug: init custom config: keepNodeUuid: false, useCache: true
3-5-2023 17:18:21-debug:   Number of all scenes: 1
3-5-2023 17:18:21-debug:   Number of all scripts: 2
3-5-2023 17:18:21-debug:   Number of other assets: 306
3-5-2023 17:18:21-debug: web-desktop:(onAfterInit) start...2%
3-5-2023 17:18:21-debug: // ---- build task web-desktop：onAfterInit ----
3-5-2023 17:18:21-debug: Process: heapTotal 238.14MB heapUsed 207.18MB rss 334.03MB
3-5-2023 17:18:21-debug: // ---- build task web-desktop：onAfterInit ---- (3ms)
3-5-2023 17:18:21-debug: web-desktop:(onAfterInit) in 3 ms3%
3-5-2023 17:18:21-debug: cocos-service:(onAfterInit) start...3%
3-5-2023 17:18:21-debug: // ---- build task cocos-service：onAfterInit ----
3-5-2023 17:18:21-debug: Process: heapTotal 238.14MB heapUsed 207.25MB rss 334.04MB
3-5-2023 17:18:22-debug: // ---- build task cocos-service：onAfterInit ---- (1161ms)
3-5-2023 17:18:22-debug: cocos-service:(onAfterInit) in 1161 ms4%
3-5-2023 17:18:22-debug: Reload project scripts start4%
3-5-2023 17:18:22-debug: // ---- build task Reload project scripts ----
3-5-2023 17:18:22-debug: Process: heapTotal 238.14MB heapUsed 207.34MB rss 334.05MB
3-5-2023 17:18:22-debug: reload all scripts.
3-5-2023 17:18:22-debug: Incremental keys: 
3-5-2023 17:18:22-debug: Set detail map pack:///resolution-detail-map.json: {}
3-5-2023 17:18:22-debug: D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\temp\programming\packer-driver\targets\editor\chunks\ce\cee638a986ad8fae09398db255647defcaa6612a.js resolved to D:\Documents\2d-game-cocos-creator-v.3-main\2d-game-cocos-creator-v.3-main\temp\programming\packer-driver\targets\editor\chunks\ce\cee638a986ad8fae09398db255647defcaa6612a.js is not in module cache!
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/base" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl2" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-empty" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/3d" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/animation" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/skeletal-animation" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/2d" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/sorting" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/ui" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle-2d" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-framework" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-2d-framework" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/intersection-2d" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/primitive" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/profiler" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/geometry-renderer" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/audio" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/video" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/xr" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/light-probe" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/terrain" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/webview" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tween" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tiled-map" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/spine" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/dragon-bones" loaded.
3-5-2023 17:18:22-debug: [[Executor]] Module "cce:/internal/x/cc-fu/custom-pipeline" loaded.
